snapshot_id,collected_at_pt,sport,league,event_id,event_start_utc,venue,venue_city,venue_state,venue_indoor,latitude,longitude,weather_time_utc,source,observation_type,temperature_2m,apparent_temperature,relative_humidity_2m,precipitation_probability,precipitation,rain,snowfall,weather_code,surface_pressure,wind_speed_10m,wind_direction_10m,wind_gusts_10m
OPEN_METEO-FORECAST-401856811-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856811,2026-09-19T00:00:00+00:00,Galaxy Stadium,Lubbock,TX,False,33.57786,-101.85517,2026-09-19T00:00Z,OPEN_METEO_FORECAST,FORECAST,89.3,86.7,31,1,0.0,0.0,0.0,0,909.2,9.8,164,13.2
OPEN_METEO-FORECAST-401858455-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858455,2026-09-19T02:30:00+00:00,Autzen Stadium,Eugene,OR,False,44.05207,-123.08675,2026-09-19T02:00Z,OPEN_METEO_FORECAST,FORECAST,70.1,66.6,48,0,0.0,0.0,0.0,0,1004.2,8.0,293,14.3
OPEN_METEO-FORECAST-401869940-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401869940,2026-09-19T15:30:00+00:00,Delaware Stadium,Newark,DE,False,40.73566,-74.17237,2026-09-19T15:00Z,OPEN_METEO_FORECAST,FORECAST,68.3,62.2,32,0,0.0,0.0,0.0,1,1021.9,8.9,62,8.9
OPEN_METEO-FORECAST-401856686-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856686,2026-09-19T16:00:00+00:00,Donald W. Reynolds Razorback Stadium,Fayetteville,AR,False,35.05266,-78.87836,2026-09-19T16:00Z,OPEN_METEO_FORECAST,FORECAST,78.5,84.4,78,5,0.0,0.0,0.0,3,1013.1,6.3,63,10.1
OPEN_METEO-FORECAST-401858454-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858454,2026-09-19T16:00:00+00:00,Ohio Stadium,Columbus,OH,False,39.96118,-82.99879,2026-09-19T16:00Z,OPEN_METEO_FORECAST,FORECAST,74.1,75.0,57,16,0.0,0.0,0.0,3,992.9,4.0,71,6.9
OPEN_METEO-FORECAST-401858456-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858456,2026-09-19T16:00:00+00:00,Beaver Stadium,University Park,PA,False,37.44188,-122.14302,2026-09-19T16:00Z,OPEN_METEO_FORECAST,FORECAST,66.3,66.0,58,0,0.0,0.0,0.0,0,1014.3,1.6,262,2.0
OPEN_METEO-FORECAST-401856792-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856792,2026-09-19T16:00:00+00:00,Bill Snyder Family Stadium,Manhattan,KS,False,40.78343,-73.96625,2026-09-19T16:00Z,OPEN_METEO_FORECAST,FORECAST,68.6,62.7,30,0,0.0,0.0,0.0,3,1018.3,9.8,66,9.2
OPEN_METEO-FORECAST-401856798-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856798,2026-09-19T16:00:00+00:00,Jack Trice Stadium,Ames,IA,False,42.03471,-93.61994,2026-09-19T16:00Z,OPEN_METEO_FORECAST,FORECAST,72.7,77.7,90,25,0.016,0.0,0.0,51,977.8,6.6,168,5.4
OPEN_METEO-FORECAST-401856812-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856812,2026-09-19T16:00:00+00:00,Wembley Stadium,London,,False,39.88645,-83.44825,2026-09-19T16:00Z,OPEN_METEO_FORECAST,FORECAST,72.6,74.0,62,13,0.0,0.0,0.0,0,981.8,5.9,83,8.1
OPEN_METEO-FORECAST-401858228-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858228,2026-09-19T16:00:00+00:00,Bobby Dodd Stadium,Atlanta,GA,False,33.749,-84.38798,2026-09-19T16:00Z,OPEN_METEO_FORECAST,FORECAST,89.8,94.8,40,0,0.0,0.0,0.0,1,980.0,2.7,95,4.5
OPEN_METEO-FORECAST-401858229-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858229,2026-09-19T16:00:00+00:00,"Memorial Stadium (Clemson, SC)",Clemson,SC,False,34.68344,-82.83737,2026-09-19T16:00Z,OPEN_METEO_FORECAST,FORECAST,82.7,88.9,61,2,0.0,0.0,0.0,3,991.7,1.7,130,3.1
OPEN_METEO-FORECAST-401858451-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858451,2026-09-19T16:00:00+00:00,Huntington Bank Stadium,Minneapolis,MN,False,44.97997,-93.26384,2026-09-19T16:00Z,OPEN_METEO_FORECAST,FORECAST,56.3,54.8,96,13,0.008,0.008,0.0,51,985.6,7.4,70,19.0
OPEN_METEO-FORECAST-401860889-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401860889,2026-09-19T16:00:00+00:00,UFCU Stadium,San Marcos,TX,False,29.88327,-97.94139,2026-09-19T16:00Z,OPEN_METEO_FORECAST,FORECAST,86.9,91.3,55,0,0.0,0.0,0.0,0,993.7,8.5,166,9.2
OPEN_METEO-FORECAST-401858460-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858460,2026-09-19T16:30:00+00:00,Camp Randall Stadium,Madison,WI,False,43.07305,-89.40123,2026-09-19T16:00Z,OPEN_METEO_FORECAST,FORECAST,60.2,58.7,98,90,0.012,0.0,0.0,51,982.9,11.2,125,21.0
OPEN_METEO-FORECAST-401856695-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856695,2026-09-19T16:45:00+00:00,FirstBank Stadium,Nashville,TN,False,36.16589,-86.78444,2026-09-19T17:00Z,OPEN_METEO_FORECAST,FORECAST,97.0,101.2,31,0,0.0,0.0,0.0,0,997.4,4.4,246,6.7
OPEN_METEO-FORECAST-401864508-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401864508,2026-09-19T17:00:00+00:00,Kelly/Shorts Stadium,Mount Pleasant,MI,False,43.59781,-84.76751,2026-09-19T17:00Z,OPEN_METEO_FORECAST,FORECAST,66.1,59.9,37,69,0.0,0.0,0.0,3,992.7,8.6,110,15.2
OPEN_METEO-FORECAST-401858227-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858227,2026-09-19T18:00:00+00:00,"Alumni Stadium (Chestnut Hill, MA)",Chestnut Hill,MA,False,42.33065,-71.16616,2026-09-19T18:00Z,OPEN_METEO_FORECAST,FORECAST,63.0,58.1,37,0,0.0,0.0,0.0,0,1014.7,9.1,101,5.4
OPEN_METEO-FORECAST-401858448-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858448,2026-09-19T18:00:00+00:00,Gies Memorial Stadium,Champaign,IL,False,40.11642,-88.24338,2026-09-19T18:00Z,OPEN_METEO_FORECAST,FORECAST,72.3,74.0,82,15,0.0,0.0,0.0,3,988.4,10.9,104,10.7
OPEN_METEO-FORECAST-401862774-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401862774,2026-09-19T19:00:00+00:00,Glass Bowl,Toledo,OH,False,41.66394,-83.55521,2026-09-19T19:00Z,OPEN_METEO_FORECAST,FORECAST,64.5,64.1,78,65,0.0,0.0,0.0,3,996.7,6.5,88,11.4
OPEN_METEO-FORECAST-401856694-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856694,2026-09-19T19:30:00+00:00,Kyle Field,College Station,TX,False,30.62798,-96.33441,2026-09-19T19:00Z,OPEN_METEO_FORECAST,FORECAST,97.2,98.9,26,0,0.0,0.0,0.0,0,1001.3,8.5,150,9.6
OPEN_METEO-FORECAST-401856685-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856685,2026-09-19T19:30:00+00:00,Bryant-Denny Stadium,Tuscaloosa,AL,False,33.20984,-87.56917,2026-09-19T19:00Z,OPEN_METEO_FORECAST,FORECAST,101.4,105.9,28,7,0.0,0.0,0.0,3,1006.0,4.9,43,3.4
OPEN_METEO-FORECAST-401858457-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858457,2026-09-19T19:30:00+00:00,SHI Stadium,Piscataway,NJ,False,40.49927,-74.39904,2026-09-19T19:00Z,OPEN_METEO_FORECAST,FORECAST,70.2,66.5,41,0,0.0,0.0,0.0,3,1018.1,6.8,113,5.1
OPEN_METEO-FORECAST-401858230-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858230,2026-09-19T19:30:00+00:00,L&N Federal Credit Union Stadium,Louisville,KY,False,38.25424,-85.75941,2026-09-19T19:00Z,OPEN_METEO_FORECAST,FORECAST,92.7,102.7,47,9,0.0,0.0,0.0,0,997.3,0.2,90,7.6
OPEN_METEO-FORECAST-401856801-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856801,2026-09-19T19:30:00+00:00,Rice-Eccles Stadium,Salt Lake City,UT,False,40.76078,-111.89105,2026-09-19T19:00Z,OPEN_METEO_FORECAST,FORECAST,72.1,66.8,31,24,0.004,0.0,0.0,51,872.4,8.1,323,8.9
OPEN_METEO-FORECAST-401858450-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858450,2026-09-19T19:30:00+00:00,Michigan Stadium,Ann Arbor,MI,False,42.27756,-83.74088,2026-09-19T19:00Z,OPEN_METEO_FORECAST,FORECAST,58.1,56.9,88,77,0.0,0.0,0.0,3,986.7,6.3,98,15.9
OPEN_METEO-FORECAST-401856797-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856797,2026-09-19T19:30:00+00:00,TQL Stadium,Cincinnati,OH,False,39.12711,-84.51439,2026-09-19T19:00Z,OPEN_METEO_FORECAST,FORECAST,86.5,92.6,47,12,0.0,0.0,0.0,0,985.7,2.2,53,2.0
OPEN_METEO-FORECAST-401858233-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858233,2026-09-19T19:30:00+00:00,California Memorial Stadium,Berkeley,CA,False,37.87159,-122.27275,2026-09-19T19:00Z,OPEN_METEO_FORECAST,FORECAST,74.4,75.8,48,0,0.0,0.0,0.0,0,1008.1,4.5,270,3.4
OPEN_METEO-FORECAST-401860890-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401860890,2026-09-19T19:30:00+00:00,Martin Stadium,Pullman,WA,False,46.73127,-117.17962,2026-09-19T19:00Z,OPEN_METEO_FORECAST,FORECAST,72.1,68.9,34,0,0.0,0.0,0.0,0,935.1,6.1,276,3.6
OPEN_METEO-FORECAST-401866424-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401866424,2026-09-19T19:30:00+00:00,Warren McGuirk Alumni Stadium,Amherst,MA,False,42.97839,-78.79976,2026-09-19T19:00Z,OPEN_METEO_FORECAST,FORECAST,69.7,64.9,31,8,0.0,0.0,0.0,3,999.4,6.9,90,8.3
OPEN_METEO-FORECAST-401858449-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858449,2026-09-19T20:00:00+00:00,"Memorial Stadium (Bloomington, IN)",Bloomington,IN,False,39.16533,-86.52639,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,89.6,96.4,49,16,0.0,0.0,0.0,0,986.1,3.0,132,5.6
OPEN_METEO-FORECAST-401858471-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858471,2026-09-19T20:00:00+00:00,Kinnick Stadium,Iowa City,IA,False,41.66113,-91.53017,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,74.9,78.7,90,36,0.008,0.0,0.0,51,986.7,12.1,146,16.3
OPEN_METEO-FORECAST-401858231-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858231,2026-09-19T20:00:00+00:00,Wallace Wade Stadium,Durham,NC,False,35.99403,-78.89862,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,83.1,86.2,60,18,0.004,0.0,0.0,51,1002.5,8.9,56,7.8
OPEN_METEO-FORECAST-401866422-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401866422,2026-09-19T20:00:00+00:00,Williams Stadium (VA),Lynchburg,VA,False,37.41375,-79.14225,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,80.7,84.4,56,2,0.0,0.0,0.0,1,994.9,4.8,101,3.6
OPEN_METEO-FORECAST-401867804-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401867804,2026-09-19T20:00:00+00:00,McLane Stadium,Waco,TX,False,31.54933,-97.14667,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,98.7,98.8,23,0,0.0,0.0,0.0,0,995.3,9.6,155,10.3
OPEN_METEO-FORECAST-401856691-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856691,2026-09-19T20:15:00+00:00,Williams-Brice Stadium,Columbia,SC,False,34.00071,-81.03481,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,89.4,94.5,49,55,0.004,0.0,0.0,51,1004.2,4.3,3,9.4
OPEN_METEO-FORECAST-401868317-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401868317,2026-09-19T20:30:00+00:00,Malone Stadium,Monroe,LA,False,32.50931,-92.1193,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,102.2,106.4,24,0,0.0,0.0,0.0,0,1010.5,3.2,192,6.5
OPEN_METEO-FORECAST-401862710-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401862710,2026-09-19T22:00:00+00:00,S.B. Ballard Stadium,Norfolk,VA,False,36.84681,-76.28522,2026-09-19T22:00Z,OPEN_METEO_FORECAST,FORECAST,77.4,79.1,65,2,0.0,0.0,0.0,3,1018.2,8.9,72,9.6
OPEN_METEO-FORECAST-401862771-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401862771,2026-09-19T22:00:00+00:00,Flagler Credit Union Stadium,Boca Raton,FL,False,26.35869,-80.0831,2026-09-19T22:00Z,OPEN_METEO_FORECAST,FORECAST,86.0,90.0,60,76,0.0,0.0,0.0,3,1012.1,10.2,82,6.3
OPEN_METEO-FORECAST-401864574-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401864574,2026-09-19T22:00:00+00:00,Kidd Brewer Stadium,Boone,NC,False,36.21679,-81.67455,2026-09-19T22:00Z,OPEN_METEO_FORECAST,FORECAST,69.1,74.4,95,61,0.051,0.0,0.0,95,906.7,3.4,127,4.7
OPEN_METEO-FORECAST-401871047-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401871047,2026-09-19T22:30:00+00:00,Robert W. Plaster Stadium,Springfield,MO,False,37.21533,-93.29824,2026-09-19T22:00Z,OPEN_METEO_FORECAST,FORECAST,98.8,94.8,20,0,0.0,0.0,0.0,0,965.7,10.1,202,10.3
OPEN_METEO-FORECAST-401856689-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856689,2026-09-19T23:00:00+00:00,Memorial Stadium,Columbia,MO,False,34.00071,-81.03481,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,84.9,89.9,60,55,0.0,0.0,0.0,3,1004.7,6.6,78,14.3
OPEN_METEO-FORECAST-401856687-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856687,2026-09-19T23:00:00+00:00,Jordan-Hare Stadium,Auburn,AL,False,42.93173,-76.56605,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,55.0,52.6,66,2,0.0,0.0,0.0,2,996.0,1.9,45,2.5
OPEN_METEO-FORECAST-401856800-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856800,2026-09-19T23:00:00+00:00,Acrisure Bounce House,Orlando,FL,False,28.53834,-81.37924,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,80.9,86.3,71,62,0.102,0.0,0.0,95,1007.7,6.9,61,14.8
OPEN_METEO-FORECAST-401856803-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856803,2026-09-19T23:00:00+00:00,Boone Pickens Stadium,Stillwater,OK,False,36.11561,-97.05837,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,101.4,95.9,22,1,0.0,0.0,0.0,0,976.2,17.1,185,17.9
OPEN_METEO-FORECAST-401861963-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401861963,2026-09-19T23:00:00+00:00,M. M. Roberts Stadium,Hattiesburg,MS,False,31.32712,-89.29034,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,91.8,95.6,43,1,0.0,0.0,0.0,1,1006.2,5.1,285,5.1
OPEN_METEO-FORECAST-401862772-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401862772,2026-09-19T23:00:00+00:00,Simmons Bank Liberty Stadium,Memphis,TN,False,35.14953,-90.04898,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,101.4,101.0,20,0,0.0,0.0,0.0,0,1001.4,2.9,176,5.6
OPEN_METEO-FORECAST-401862773-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401862773,2026-09-19T23:00:00+00:00,Rice Stadium,Houston,TX,False,29.76328,-95.36327,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,91.6,92.5,42,1,0.0,0.0,0.0,0,1011.2,11.1,124,11.6
OPEN_METEO-FORECAST-401862777-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401862777,2026-09-19T23:00:00+00:00,Raymond James Stadium,Tampa,FL,False,27.94752,-82.45843,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,88.3,91.6,47,65,0.0,0.0,0.0,2,1011.3,5.7,349,8.1
OPEN_METEO-FORECAST-401864443-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401864443,2026-09-19T23:00:00+00:00,"Johnny ""Red"" Floyd Stadium",Murfreesboro,TN,False,35.84562,-86.39027,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,88.2,93.4,48,13,0.0,0.0,0.0,3,990.6,1.8,270,9.2
OPEN_METEO-FORECAST-401866423-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401866423,2026-09-19T23:00:00+00:00,Hancock Whitney Stadium,Mobile,AL,False,30.69436,-88.04305,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,90.0,93.1,48,7,0.0,0.0,0.0,2,1011.6,8.7,193,5.4
OPEN_METEO-FORECAST-401869948-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401869948,2026-09-19T23:00:00+00:00,AmFirst Stadium,Jacksonville,AL,False,30.33218,-81.65565,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,85.1,87.0,53,10,0.0,0.0,0.0,0,1013.8,9.7,83,11.4
OPEN_METEO-FORECAST-401870764-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401870764,2026-09-19T23:00:00+00:00,Elliott T. Bowers Stadium,Huntsville,TX,False,34.7304,-86.58594,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,91.5,93.5,40,18,0.0,0.0,0.0,0,990.3,7.0,37,3.1
OPEN_METEO-FORECAST-401858452-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858452,2026-09-19T23:15:00+00:00,"Memorial Stadium (Lincoln, NE)",Lincoln,NE,False,40.8,-96.66696,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,79.1,77.9,70,30,0.0,0.0,0.0,2,965.7,19.8,13,20.4
OPEN_METEO-FORECAST-401858459-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858459,2026-09-19T23:15:00+00:00,Husky Stadium,Seattle,WA,False,47.60621,-122.33207,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,75.7,73.0,38,0,0.0,0.0,0.0,3,1009.4,5.3,348,2.7
OPEN_METEO-FORECAST-401858453-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858453,2026-09-19T23:30:00+00:00,Notre Dame Stadium,Notre Dame,IN,False,41.70019,-86.23793,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,64.6,65.1,91,81,0.0,0.0,0.0,3,988.0,8.9,135,19.0
OPEN_METEO-FORECAST-401856688-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856688,2026-09-19T23:30:00+00:00,Vaught-Hemingway Stadium,Oxford,MS,False,34.3665,-89.51925,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,94.7,97.5,34,1,0.0,0.0,0.0,0,994.3,3.2,155,3.6
OPEN_METEO-FORECAST-401856795-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856795,2026-09-19T23:30:00+00:00,Canvas Stadium,Fort Collins,CO,False,40.58526,-105.08442,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,71.0,67.5,45,83,0.0,0.0,0.0,0,846.6,7.6,90,2.7
OPEN_METEO-FORECAST-401856690-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856690,2026-09-19T23:30:00+00:00,"Memorial Stadium (Norman, OK)",Norman,OK,False,35.22257,-97.43948,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,100.6,94.6,21,1,0.0,0.0,0.0,1,968.0,16.8,179,15.0
OPEN_METEO-FORECAST-401856802-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856802,2026-09-19T23:30:00+00:00,Bank of America Stadium,Charlotte,NC,False,35.22709,-80.84313,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,78.2,84.4,77,53,0.031,0.0,0.0,53,987.1,4.9,43,12.8
OPEN_METEO-FORECAST-401856796-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856796,2026-09-19T23:30:00+00:00,Northwestern Medicine Field at Martin Stadium,Evanston,IL,False,41.26828,-110.96324,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,59.7,49.3,36,36,0.0,0.0,0.0,0,796.7,15.8,278,18.6
OPEN_METEO-FORECAST-401858232-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401858232,2026-09-19T23:30:00+00:00,SECU Stadium,College Park,MD,False,38.98067,-76.93692,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,73.8,74.4,67,3,0.0,0.0,0.0,3,1016.2,8.6,97,11.6
OPEN_METEO-FORECAST-401856692-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,NCAA_Football,NCAA_Football,401856692,2026-09-19T23:45:00+00:00,Neyland Stadium,Knoxville,TN,False,35.96064,-83.92074,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,74.9,77.1,81,21,0.012,0.0,0.0,51,981.7,12.4,305,7.6
OPEN_METEO-FORECAST-401816991-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,MLB,MLB,401816991,2026-09-19T00:15:00+00:00,Busch Stadium,St. Louis,Missouri,False,38.62727,-90.19789,2026-09-19T00:00Z,OPEN_METEO_FORECAST,FORECAST,85.0,89.9,66,7,0.0,0.0,0.0,3,1000.6,10.3,169,16.6
OPEN_METEO-FORECAST-401816994-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,MLB,MLB,401816994,2026-09-19T01:38:00+00:00,Angel Stadium,Anaheim,California,False,33.83529,-117.9145,2026-09-19T02:00Z,OPEN_METEO_FORECAST,FORECAST,73.0,73.9,62,0,0.0,0.0,0.0,0,1010.0,5.2,250,8.1
OPEN_METEO-FORECAST-401816993-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,MLB,MLB,401816993,2026-09-19T01:40:00+00:00,Petco Park,San Diego,California,False,32.71571,-117.16472,2026-09-19T02:00Z,OPEN_METEO_FORECAST,FORECAST,68.7,69.8,73,0,0.0,0.0,0.0,0,1015.2,5.2,310,8.5
OPEN_METEO-FORECAST-401816996-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,MLB,MLB,401816996,2026-09-19T02:10:00+00:00,Dodger Stadium,Los Angeles,California,False,34.05223,-118.24368,2026-09-19T02:00Z,OPEN_METEO_FORECAST,FORECAST,69.3,69.8,71,0,0.0,0.0,0.0,0,1004.7,6.2,255,9.4
OPEN_METEO-FORECAST-401817001-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,MLB,MLB,401817001,2026-09-19T20:05:00+00:00,Oriole Park at Camden Yards,Baltimore,Maryland,False,39.29038,-76.61219,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,76.0,75.8,51,3,0.0,0.0,0.0,3,1016.4,5.5,102,7.2
OPEN_METEO-FORECAST-401817002-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,MLB,MLB,401817002,2026-09-19T20:10:00+00:00,Citi Field,Queens,New York,False,40.68149,-73.83652,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,71.2,67.2,43,0,0.0,0.0,0.0,3,1020.6,7.9,137,4.3
OPEN_METEO-FORECAST-401816999-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,MLB,MLB,401816999,2026-09-19T22:40:00+00:00,Great American Ball Park,Cincinnati,Ohio,False,39.12711,-84.51439,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,76.4,81.1,74,12,0.008,0.0,0.0,51,983.1,4.6,14,7.8
OPEN_METEO-FORECAST-401817000-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,MLB,MLB,401817000,2026-09-19T22:40:00+00:00,PNC Park,Pittsburgh,Pennsylvania,False,40.44062,-79.99589,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,71.2,73.3,72,8,0.0,0.0,0.0,3,989.2,4.8,41,15.7
OPEN_METEO-FORECAST-401817004-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,MLB,MLB,401817004,2026-09-19T23:10:00+00:00,Rate Field,Chicago,Illinois,False,41.85003,-87.65005,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,64.0,65.9,96,81,0.012,0.012,0.0,51,992.5,6.3,174,23.7
OPEN_METEO-FORECAST-401817006-20260917T180632Z,2026-09-17T11:06:32.479998-07:00,MLB,MLB,401817006,2026-09-19T23:15:00+00:00,Busch Stadium,St. Louis,Missouri,False,38.62727,-90.19789,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,96.8,97.6,27,1,0.0,0.0,0.0,2,995.0,3.6,281,3.6
